gi|514746961|ref|XM_005019748.1|	gi|514746962|ref|XP_005019805.1|	XP_005019805	107	1	321	1	107	107	1	100.00	1e-59
gi|514746961|ref|XM_005019748.1|	gi|543716061|ref|XP_005499300.1|	XP_005499300	107	1	321	1	107	107	1	88.79	8e-54
gi|514746961|ref|XM_005019748.1|	gi|529435196|ref|XP_005237374.1|	XP_005237374	107	1	321	1	107	107	1	88.79	4e-52
gi|514746961|ref|XM_005019748.1|	gi|527262035|ref|XP_005149257.1|	XP_005149257	107	1	321	1	107	107	1	90.65	2e-51
gi|514746961|ref|XM_005019748.1|	gi|543356371|ref|XP_005522396.1|	XP_005522396	107	1	321	1	107	107	1	87.85	2e-51
gi|514746961|ref|XM_005019748.1|	gi|543278264|ref|XP_005427262.1|	XP_005427262	107	1	321	1	107	107	1	88.79	2e-51
gi|514746961|ref|XM_005019748.1|	gi|542155617|ref|XP_005486624.1|	XP_005486624	107	1	321	1	107	107	1	87.85	6e-51
gi|514746961|ref|XM_005019748.1|	gi|224050892|ref|XP_002198969.1|	XP_002198969	107	1	321	1	107	107	1	86.92	7e-51
gi|514746961|ref|XM_005019748.1|	gi|45382573|ref|NP_990553.1|	NP_990553	107	1	321	1	107	107	1	86.92	1e-50
gi|514746961|ref|XM_005019748.1|	gi|326920126|ref|XP_003206326.1|	XP_003206326	107	1	321	1	107	107	1	85.98	3e-50
gi|514746961|ref|XM_005019748.1|	gi|524998196|ref|XP_005046861.1|	XP_005046861	107	1	321	1	107	107	1	85.98	9e-50
gi|514746961|ref|XM_005019748.1|	gi|1708499|sp|P51463.1|INS_SELRF	P51463	103	61	321	17	103	87	1	87.36	5e-49
gi|514746961|ref|XM_005019748.1|	gi|530652223|ref|XP_005312438.1|	XP_005312438	107	1	321	1	107	107	1	86.92	1e-48
gi|514746961|ref|XM_005019748.1|	gi|465971798|gb|EMP32845.1|	EMP32845	107	1	321	1	107	107	1	83.18	3e-47
gi|514746961|ref|XM_005019748.1|	gi|124547|sp|P01333.1|INS_ANAPL	P01333	81	73	321	1	81	83	1	92.77	4e-46
gi|514746961|ref|XM_005019748.1|	gi|327259963|ref|XP_003214805.1|	XP_003214805	107	1	321	1	107	107	1	73.83	9e-45
gi|514746961|ref|XM_005019748.1|	gi|147899605|ref|NP_001079350.1|	NP_001079350	106	1	321	1	106	107	1	66.36	2e-37
gi|514746961|ref|XM_005019748.1|	gi|154147722|ref|NP_001093706.1|	NP_001093706	106	1	321	1	106	107	1	64.49	9e-37
gi|514746961|ref|XM_005019748.1|	gi|148229753|ref|NP_001079351.1|	NP_001079351	106	1	321	1	106	107	1	63.55	2e-35
gi|514746961|ref|XM_005019748.1|	gi|9408409|gb|AAF87285.1|AF227187_1	AAF87285	106	1	321	1	106	107	1	62.62	4e-35
gi|514746961|ref|XM_005019748.1|	gi|471415841|ref|XP_004389446.1|	XP_004389446	106	1	321	1	106	107	1	67.29	5e-32
gi|514746961|ref|XM_005019748.1|	gi|344307503|ref|XP_003422420.1|	XP_003422420	105	1	321	1	105	107	1	68.22	2e-30
gi|514746961|ref|XM_005019748.1|	gi|354491975|ref|XP_003508128.1|	XP_003508128	110	1	321	1	110	113	1	63.72	2e-30
gi|514746961|ref|XM_005019748.1|	gi|82749736|gb|ABB89752.1|	ABB89752	110	1	321	1	110	113	1	62.83	2e-30
gi|514746961|ref|XM_005019748.1|	gi|532015731|ref|XP_005351629.1|	XP_005351629	110	1	321	1	110	113	1	62.83	3e-30
gi|514746961|ref|XM_005019748.1|	gi|82749734|gb|ABB89751.1|	ABB89751	110	1	321	1	110	113	1	62.83	5e-30
gi|514746961|ref|XM_005019748.1|	gi|504181507|ref|XP_004599269.1|	XP_004599269	101	1	321	1	101	107	1	64.49	7e-30
gi|514746961|ref|XM_005019748.1|	gi|2497407|sp|Q62587.1|INS_PSAOB	Q62587	110	1	321	1	110	113	1	61.95	1e-29
gi|514746961|ref|XM_005019748.1|	gi|532015729|ref|XP_005351628.1|	XP_005351628	135	1	321	26	135	113	1	62.83	1e-29
gi|514746961|ref|XM_005019748.1|	gi|9506817|ref|NP_062003.1|	NP_062003	110	1	321	1	110	113	1	61.95	1e-29
gi|514746961|ref|XM_005019748.1|	gi|82749718|gb|ABB89743.1|	ABB89743	110	1	321	1	110	110	1	61.82	2e-29
gi|514746961|ref|XM_005019748.1|	gi|82749730|gb|ABB89749.1|	ABB89749	110	1	321	1	110	113	1	59.29	2e-29
gi|514746961|ref|XM_005019748.1|	gi|82749726|gb|ABB89747.1|	ABB89747	110	1	321	1	110	113	1	61.95	2e-29
